defense,season,week,opponent,QB PY,P TD,QB RY,RB1 RY,RB2+ RY,WR RY,RB1 Recep,RB1 RecY,RB2 Recep,RB2 RecY,WR1 Recep,WR1 RecY,WR2 Recep,WR2 RecY,WR3 Recep,WR3 RecY,WR4+ Recep,WR4+ RecY,TE1 Recep,TE1 RecY,TE2 Recep,TE2 RecY,QB TD,RB1 TD,RB2 TD,WR1 TD,WR2 TD,WR3 TD,WR4+ TD,TE1 TD,TE2 TD,D/ST TD,QB P+R,RB R+R
SEA,2025,4,ARI,200,2,41,35,9,4,5,19,2,13,6,66,3,15,4,35,0,0,7,52,0,0,0,0,1,1,0,0,0,0,0,0,241,76
SEA,2025,5,TB,379,2,15,41,3,-3,4,30,3,-4,7,163,4,24,3,26,4,59,4,81,0,0,0,2,0,1,1,0,0,0,0,0,394,70
SEA,2025,6,JAX,258,2,9,27,16,7,4,28,3,24,8,90,4,15,2,29,3,39,2,19,1,14,0,0,0,1,0,0,1,0,0,0,267,95
SEA,2025,7,HOU,229,1,25,16,15,0,1,-5,3,20,4,27,1,13,4,77,1,-1,9,98,0,0,0,0,1,0,0,0,0,0,0,0,254,46
SEA,2025,9,WAS,153,0,51,38,65,3,1,3,0,0,5,41,3,29,1,14,0,0,4,46,2,20,1,0,1,0,0,0,0,0,0,0,204,106
SEA,2025,10,ARI,258,2,31,28,68,2,1,5,3,40,3,33,4,34,0,0,0,0,9,127,2,19,0,0,0,1,0,0,1,1,0,0,289,141
SEA,2025,11,LAR,130,2,0,91,10,18,1,5,1,-5,7,75,1,1,1,9,1,8,1,23,2,14,0,1,0,0,1,0,0,0,1,0,130,101
SEA,2025,12,TEN,256,1,37,20,7,0,4,21,4,21,5,44,1,11,2,26,3,42,3,40,6,51,1,0,0,1,0,0,0,0,0,1,293,69
SEA,2025,13,MIN,126,0,-1,47,20,0,1,1,5,26,2,4,5,36,0,0,0,0,6,59,0,0,0,0,0,0,0,0,0,0,0,0,125,94
SEA,2025,14,ATL,162,0,0,86,34,0,2,8,2,33,1,6,0,0,3,21,1,4,6,90,0,0,0,0,0,0,0,0,0,0,0,0,162,161
SEA,2025,15,IND,120,1,0,87,15,0,3,14,5,32,3,26,3,13,1,16,0,0,3,19,0,0,0,0,0,0,1,0,0,0,0,0,120,148
SEA,2025,16,LAR,457,3,6,70,48,0,3,15,1,13,12,225,1,19,3,40,2,57,2,21,5,67,0,0,1,2,0,0,0,0,1,0,463,146
SEA,2025,17,CAR,54,0,27,59,12,0,3,4,3,6,1,5,1,3,2,16,2,9,1,6,1,5,1,0,0,0,0,0,0,0,0,0,81,81
SEA,2025,18,SF,127,0,21,23,9,0,6,34,1,5,4,35,0,0,3,24,0,0,5,29,0,0,0,0,0,0,0,0,0,0,0,0,148,71
SF,2025,1,SEA,150,0,15,20,47,0,3,4,0,0,9,124,2,15,0,0,0,0,1,0,1,7,0,0,1,0,0,0,0,0,0,0,165,71
SF,2025,2,NO,207,3,14,99,8,0,6,21,1,2,6,54,4,52,2,26,1,3,5,49,0,0,0,0,0,0,1,0,1,1,0,0,221,130
SF,2025,3,ARI,159,1,37,22,42,5,3,15,3,9,3,44,1,5,2,3,2,25,5,43,3,15,0,0,0,0,0,0,0,1,0,0,196,88
SF,2025,4,JAX,174,1,7,124,14,6,1,1,2,15,5,49,3,42,0,0,1,-1,6,45,3,23,0,1,0,0,0,0,0,0,1,1,181,154
SF,2025,5,LAR,389,3,0,65,13,0,8,66,0,0,10,85,5,88,2,72,2,33,2,24,1,21,0,2,0,1,0,0,0,0,0,0,389,144
SF,2025,6,TB,256,2,14,65,25,0,3,21,0,0,2,24,2,51,1,45,4,64,5,51,0,0,0,1,1,0,0,1,1,0,0,0,270,111
SF,2025,7,ATL,241,1,6,40,16,0,6,52,0,0,4,42,3,68,1,17,0,0,7,62,0,0,0,1,0,0,0,0,0,0,0,0,247,108
SF,2025,8,HOU,318,2,30,56,71,0,2,13,5,57,5,69,4,34,5,63,7,58,2,24,0,0,0,0,0,1,1,0,0,0,0,0,348,197
SF,2025,9,NYG,191,2,56,18,43,0,3,19,2,8,9,46,5,62,1,5,1,24,3,27,0,0,1,0,0,0,0,0,1,1,0,0,247,88
SF,2025,10,LAR,280,4,-3,73,56,0,2,11,0,0,5,64,6,77,1,14,0,0,3,33,7,81,0,2,0,1,1,0,0,0,2,0,277,140
SF,2025,11,ARI,452,2,-2,24,14,0,4,21,7,34,15,185,6,66,2,15,1,5,10,115,2,11,0,1,0,0,1,0,0,1,0,0,450,93
SF,2025,12,CAR,169,1,15,38,16,0,4,36,4,27,2,35,3,22,3,32,1,11,1,6,0,0,0,0,0,1,0,0,0,0,0,0,184,117
SF,2025,13,CLE,149,1,6,91,23,18,3,18,3,17,3,26,1,18,0,0,2,23,3,43,2,4,0,0,0,0,0,0,0,1,0,0,155,149
SF,2025,15,TEN,170,2,2,104,37,-7,1,8,2,2,1,17,4,17,1,43,1,1,4,33,4,49,0,1,0,0,0,0,1,0,1,0,172,151
SF,2025,16,IND,277,2,0,46,9,3,3,33,1,4,4,32,5,65,4,86,0,0,3,30,3,27,0,1,0,0,0,2,0,0,0,0,277,92
SF,2025,17,CHI,330,2,18,54,38,0,2,25,3,9,1,7,8,138,2,30,0,0,6,94,3,27,0,2,0,0,1,0,0,1,0,1,348,126
SF,2025,18,SEA,198,0,9,97,74,0,4,36,3,23,6,84,1,2,2,29,0,0,2,14,2,10,0,0,1,0,0,0,0,0,0,0,207,230
TB,2025,1,ATL,298,1,21,24,24,0,6,100,0,0,8,55,3,33,3,51,0,0,7,59,0,0,1,1,0,0,0,0,0,0,0,0,319,148
TB,2025,2,HOU,207,1,27,43,14,0,2,29,1,37,3,52,2,29,1,28,1,3,3,29,0,0,0,1,0,1,0,0,0,0,0,0,234,123
TB,2025,3,NYJ,197,2,48,21,30,0,4,31,2,17,10,84,2,32,2,2,2,13,4,18,0,0,0,0,0,1,0,0,1,0,0,0,245,99
TB,2025,4,PHI,130,2,62,43,-17,0,4,31,0,0,2,7,2,29,2,10,0,0,4,37,1,16,0,1,0,0,0,0,0,2,0,1,192,57
TB,2025,5,SEA,341,4,0,86,36,0,1,0,1,12,8,132,6,59,3,39,1,36,7,53,1,10,0,0,1,1,0,1,0,2,0,0,341,134
TB,2025,6,SF,347,0,13,54,0,0,7,57,4,17,5,142,1,7,2,44,2,22,6,58,0,0,0,1,0,0,0,0,0,0,0,0,360,128
TB,2025,7,DET,241,1,7,136,21,0,3,82,2,18,6,86,0,0,3,17,0,0,3,15,3,23,0,2,0,1,0,0,0,0,0,0,248,257
TB,2025,8,NO,264,0,24,21,0,-3,2,24,3,11,8,63,9,75,3,22,1,10,5,53,1,6,0,0,0,0,0,0,0,0,0,0,288,56
TB,2025,10,NE,270,2,13,147,6,0,1,3,0,0,5,46,6,106,2,34,1,72,1,9,0,0,0,2,0,1,0,0,1,0,0,0,283,156
TB,2025,11,BUF,317,3,40,48,9,0,3,66,2,61,1,-3,2,17,4,90,5,59,1,23,1,4,3,1,1,0,0,1,0,0,0,0,357,184
TB,2025,12,LAR,273,3,0,46,24,0,1,2,0,0,7,97,5,62,3,17,2,25,4,41,3,29,0,0,0,0,2,0,0,1,0,1,273,72
TB,2025,13,ARI,301,2,16,62,17,0,3,36,5,47,3,36,6,69,2,14,0,0,8,82,2,17,0,1,0,0,0,0,0,1,0,0,317,162
TB,2025,14,NO,144,0,55,70,15,0,1,14,1,6,3,30,3,40,0,0,0,0,4,38,1,16,2,1,0,0,0,0,0,0,0,0,199,105
TB,2025,15,ATL,373,3,0,93,18,0,8,82,0,0,3,35,6,78,0,0,0,0,11,166,2,12,0,1,0,0,0,0,0,3,0,0,373,193
TB,2025,16,CAR,191,2,20,29,27,25,4,14,1,7,6,73,1,12,3,47,0,0,2,9,4,29,0,0,0,1,0,0,0,1,0,0,211,77
TB,2025,17,MIA,172,2,5,83,56,8,3,29,0,0,0,0,1,4,1,8,1,63,1,0,6,74,0,0,0,0,0,0,1,0,1,0,177,168
TB,2025,18,CAR,266,2,-1,10,10,0,2,20,2,7,4,85,3,22,6,47,3,42,3,38,1,5,0,0,0,0,0,1,0,1,0,0,265,47
TEN,2025,1,DEN,176,1,18,63,70,0,2,5,4,19,6,61,4,44,3,12,1,3,3,21,2,11,0,1,0,1,0,0,0,0,0,0,194,157
TEN,2025,2,LAR,298,2,-6,66,44,45,2,14,0,0,6,106,8,91,2,42,0,0,4,37,1,8,0,0,1,1,1,0,0,0,1,0,292,124
TEN,2025,3,IND,228,1,26,102,9,0,3,16,0,0,6,73,2,34,4,67,0,0,3,38,0,0,0,3,0,1,0,0,0,0,0,1,254,127
TEN,2025,4,HOU,233,2,11,47,69,2,2,15,4,50,4,79,3,20,2,17,2,22,5,30,0,0,0,0,2,0,0,0,1,0,0,0,244,181
TEN,2025,5,ARI,220,0,25,51,92,0,5,22,1,13,4,98,2,16,2,12,2,8,5,41,2,10,1,1,1,0,0,0,0,0,0,0,245,178
TEN,2025,6,LV,174,1,-3,75,-4,0,2,11,0,0,4,39,5,70,0,0,0,0,5,50,1,4,0,1,0,0,0,0,0,1,0,0,171,82
TEN,2025,7,NE,234,2,60,88,23,4,2,0,0,0,7,69,2,55,3,17,2,49,4,33,2,11,0,1,0,0,1,0,0,0,1,1,294,111
TEN,2025,8,IND,272,3,4,153,7,0,2,21,1,3,8,95,3,39,2,69,1,-8,4,53,0,0,0,3,0,1,1,0,0,0,0,0,276,184
TEN,2025,9,LAC,250,2,57,30,44,0,0,0,0,0,2,41,4,56,4,53,3,20,5,68,1,12,1,0,0,0,0,1,1,0,0,0,307,74
TEN,2025,11,HOU,274,1,14,44,17,0,1,7,1,9,9,92,4,55,3,42,2,18,6,51,0,0,0,0,0,1,0,0,0,0,0,0,288,77
TEN,2025,12,SEA,244,2,-1,71,35,9,3,30,0,0,8,167,0,0,2,24,0,0,2,18,1,5,0,0,1,2,0,0,0,0,0,0,243,136
TEN,2025,13,JAX,229,2,22,28,17,3,1,13,1,2,6,90,2,28,1,26,1,11,3,45,1,14,0,0,1,1,0,0,0,1,0,0,251,60
TEN,2025,14,CLE,364,3,29,26,4,2,1,58,7,74,3,76,0,0,1,23,2,18,8,114,1,1,1,0,0,1,0,0,0,1,1,0,393,162
TEN,2025,15,SF,295,3,44,73,21,0,1,14,1,7,3,37,2,17,6,96,2,36,8,88,0,0,0,1,0,2,0,0,0,1,0,0,339,115
TEN,2025,16,KC,126,0,15,2,34,0,0,0,7,45,2,41,3,22,1,12,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,141,81
TEN,2025,17,NO,333,2,6,94,3,0,1,4,0,0,8,119,4,52,3,53,0,0,4,95,2,10,0,1,0,1,1,0,0,0,0,1,339,101
TEN,2025,18,JAX,271,3,9,32,23,0,1,6,0,0,5,44,5,87,3,49,2,12,6,52,2,21,0,0,1,0,1,0,0,1,1,1,280,61
WAS,2025,1,NYG,168,0,44,24,6,0,2,11,2,12,5,71,6,55,0,0,0,0,1,5,1,14,0,0,0,0,0,0,0,0,0,0,212,53
WAS,2025,2,GB,292,2,12,84,0,39,0,0,3,27,3,28,4,44,0,0,1,37,6,124,2,32,0,1,0,1,0,0,0,1,0,0,304,111
WAS,2025,3,LV,289,3,5,63,21,4,0,0,1,4,3,63,8,145,2,29,1,10,4,38,0,0,0,0,0,0,3,0,0,0,0,0,294,88
WAS,2025,4,ATL,313,2,2,75,51,0,4,106,0,0,8,110,1,15,1,-7,1,19,5,70,0,0,0,1,1,1,0,0,0,1,0,0,315,232
WAS,2025,5,LAC,210,1,71,44,31,9,6,26,2,3,5,58,4,40,5,39,0,0,1,14,2,30,0,0,0,0,0,1,0,0,0,0,281,104
WAS,2025,6,CHI,252,1,3,108,35,4,2,67,4,67,2,32,2,24,4,51,0,0,1,0,2,11,1,1,0,0,0,0,0,0,0,0,255,277
WAS,2025,7,DAL,264,3,7,116,29,0,1,2,2,8,4,82,5,110,1,16,1,17,7,29,0,0,0,1,0,0,1,0,0,2,0,1,271,155
WAS,2025,8,KC,299,3,30,58,48,12,0,0,1,2,0,0,5,53,2,29,9,93,6,99,2,23,0,0,2,0,0,0,1,1,0,0,329,108
WAS,2025,9,SEA,330,4,0,42,34,11,2,19,1,21,8,129,4,48,1,60,0,0,3,24,2,29,0,0,0,0,2,1,0,1,1,0,330,116
WAS,2025,10,DET,320,3,-1,142,75,10,3,30,1,0,5,58,6,119,4,49,1,11,5,53,0,0,0,3,0,1,1,0,0,0,0,0,319,247
WAS,2025,11,MIA,171,0,0,120,49,0,5,45,0,0,3,52,3,42,0,0,0,0,1,14,2,18,0,0,1,0,0,0,0,0,0,0,171,214
WAS,2025,13,DEN,321,1,16,35,27,9,3,27,5,35,2,21,5,62,2,8,3,42,6,79,3,47,0,2,0,0,1,0,0,0,0,0,337,124
WAS,2025,14,MIN,163,3,19,52,91,0,0,0,1,5,2,11,4,62,3,30,1,10,2,12,3,33,0,1,0,0,0,0,0,1,2,0,182,148
WAS,2025,15,NYG,246,2,63,70,13,0,3,27,1,1,5,54,4,53,1,4,0,0,3,72,3,35,0,2,0,1,0,0,0,0,0,0,309,111
WAS,2025,16,PHI,185,2,38,132,37,0,0,0,1,3,9,95,6,42,3,13,0,0,3,32,0,0,0,1,1,0,1,0,0,1,0,0,223,172
WAS,2025,17,DAL,307,2,24,54,133,0,0,0,1,14,4,78,5,46,1,86,4,31,1,6,3,46,0,1,0,0,0,1,0,1,0,0,331,201
WAS,2025,18,PHI,241,1,3,75,2,0,1,31,3,14,3,52,3,40,3,33,2,20,2,21,4,30,0,1,0,0,0,0,0,1,0,0,244,122
